Message,upFeatureList,Spam_Ham
"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\""""",24 63 23 4 22 18 50 0 0 30 4 59 0 3,0
Stop the story. I've told him i've returned it and he's saying i should not re order it.,35 3 43 4 19 0 53 28 17 0,0
Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,48 24 0 19 0 54 0 0 52 0 1 34 1 0 28 9,1
Going to take your babe out ?,32 0 0,0
Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,64 34 0 3 64 0 0 106 20 78 6 14 0,0
Spoons it is then okay?,128 18,0
Did he just say somebody is named tampa,32 0 28 10,0
In work now. Going have in few min.,32 8 62 1,0
Your brother is a genius,128 0,0
"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",0 2 0 589 64 515,0
Did u find out what time the bus is at coz i need to sort some stuff out.,63 51 13 53 63 48 4 25,0
Dude ive been seeing a lotta corvettes lately,64 110 99 0,0
Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins,305 133 0 256 241 28 16 79 0 0 289 52 0,1
"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",258 99 75 42 1 79 116 143 365 7 0 0 82,0
PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,13 51 56 13 20 0 0 0 32 0 32 59 0 56 2 0 49 0,1
Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,35 0 17 45 40 9 34 0 59 32 9 32 0 14 3,1
What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,63 31 63 25 62 36 63 38 21 0 8 43 58 57 0 48 57,1
"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",3263 3448 388 3257 1032,0
Its going good...no problem..but still need little experience to understand american customer voice...,155 0 6 0 247 2 0 185 227 7,0
I'll text you when I drop x off,400 56,0
Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,1983 2046 24 557 511,0
Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,104 69 65 0 14 53 1 1 0 96 15 112 3 4,0
"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",51 45 42 62 0 0 25 61 47 24 8 0 55 15 56 51 0 7,1
Are you in castor? You need to see something,61 24 63 38 31,0
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,95 126 116 39 127 3 112 59 11 8 119 12 0 127,1
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,63 18 0 16 0 51 15 0 30 49 43 4 2 56 42,1
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,63 19 0 17 0 51 15 0 30 49 43 4 2 56 46 52 3,1
Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,0 0 8371 49132 0 18562,1
"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",0 32 46 0 0 4 46 46 63 11 31 0 45 4 4 57 49 0 39 47 0 22 8 63 1 26 1 7 25 47 0,0
I love to give massages. I use lots of baby oil... What is your fave position?,123 89 0 111 71 121 0,0
Dude we should go sup again,32 4 0,0
Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,256 367 0 4 367 8,0
Gibbs unsold.mike hussey,244 96,0
I like to talk pa but am not able to. I dont know y.,129 0 0 224,0
Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,1791 120 0 1008,0
You unbelievable faglord,512 0,0
Wife.how she knew the time of murder exactly,32636 0,0
Why do you ask princess?,64 65,0
I am great princess! What are you thinking about me? :),98 12 96 15 0,0
Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,0 0 3709 392,0
It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,43 61 45 63 2 27 0 16 40 0 0,0
Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,170 185 164 24 47 101 6 0,0
"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",528 228 0 128 987 0 1023 16 984 1006 7,0
Hope you are having a good week. Just checking in,511 444 376 484,0
"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",63 31 1 12 21 5 29 63 0 28 63 57 30 63 28 0 0,0
"Thursday night? Yeah, sure thing, we'll work it out then",102 23 118 11 102,0
"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",128 166 64 230 48 77 15 239 128 192 185,1
Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,39968 6144 1088 0 63166 0,0
How is it possible to teach you. And where.,64 10 0 59,0
"I wonder if your phone battery went dead ? I had to tell you, I love you babe",77 95 0 23 124 33 122,0
Lovely smell on this bus and it ain't tobacco... ,256 0 378 7,0
"We're all getting worried over here, derek and taylor have already assumed the worst",124 106 0 2 10 70 110 78,0
Hey what's up charles sorry about the late reply.,109 0 65 71 88,0
"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",63 0 0 0 8 8 8 48 45 0 0 32 58 17 53 63 49 18 9,1
I.ll give her once i have it. Plus she said grinule greet you whenever we speak,194 1 0 0 0 191 1,0
WHITE FUDGE OREOS ARE IN STORES,0 375,0
"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",125 1 0 87 127 43 8 0 111 39 78 119 118 79 65 0,1
My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,87 30 0 41 33 123 127 93 127 107 56 0 125 114,0
I am sorry it hurt you.,60 0,0
Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,0 58 27 34 0 62 51 9 0 2 36 63 54 44 25 8 0 20,0
Ok lor but not too early. Me still having project meeting now.,116 111 0 8 78 127,0
"Call me da, i am waiting for your call.",781 140,0
I could ask carlos if we could get more if anybody else can chip in,409 379 48 490 16,0
Was actually about to send you a reminder today. Have a wonderful weekend,32 63 2 37 0 63 31 45,0
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",232 176 96 62 181 0 87 254 0 63 252 2 223,0
Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,107 0 0 123 107 0 28 43,0
Dont talk to him ever ok its my word.,8650752,0
On ma way to school. Can you pls send me ashley's number,64 1 123 27 4,0
It shall be fine. I have avalarr now. Will hollalater,73 111 0 7 18,0
She went to attend another two rounds today..but still did't reach home..,1860 1432 0 1823 512,0
Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,110 59 11 12 0 0 49 52,0
"K, wait chikku..il send aftr  &lt;#&gt; mins",96 127 0 76,0
But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,72 6 124 16 106 0 0 84 1,0
K:)i will give my kvb acc details:),56 62 0 9,0
Oh all have to come ah?,41 20,0
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy,3 47 59 0 63 63 2 38 63 0 62 41 20 10 15 8,1
I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),108 2 31 116 2 31 0 0 104 0,0
Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,32 12 0 1 32 0 34 8 8 0 29,0
So do you have samus shoulders yet,8192,0
What time you think you'll have it? Need to know when I should be near campus,238 0 72 96 2 0,0
"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or å£1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",544 1 0 0 789 7 128 1017 1008 0 528 1023,1
Then dun wear jeans lor...,1014 391,0
"Since when, which side, any fever, any vomitin.",2045 16 64,0
K:)k.are you in college?,0 0,0
"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",0 0 0 8175 0 128 3380 8191 0,1
Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,271 299 320 479 212 511 3 89 237 0,0
No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),458735 164378 133124 390 195484,0
Theyre doing it to lots of places. Only hospitals and medical places are safe.,66560 24552 19377,0
How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),64 107 77 48 64 36 96 112 0 96 48 112 0,1
And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,32 48 24 63 54 63 32 0 58 24 22 27 57,0
"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",80 64 0 16 54 47 41 111 16 127 64 0 0 0 118 51 10 31 0 74 0 123,0
I cant wait to see you! How were the photos were useful? :),57 35 0 0 60 63,0
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,191 82 251 138 33 63 3 0 0 79 24 4,1
Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,72 0 29 0 77 66 0 6 65 0 0 0 104 4,0
Chk in ur belovd ms dict,32 50,0
Is that what time you want me to come?,65536,0
"Awesome, lemme know whenever you're around",0 10186,0
Shb b ok lor... Thanx...,252 249,0
"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",59 25 56 62 61 32 16 63 4 24 0 0 0 11 39 0 63 31 20,0
Also remember to get dobby's bowl from your car,69 51 2 72,0
Filthy stories and GIRLS waiting for your,7469 1664,1
Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,103 0 0 53 1 119 43 0 45 0 5 103,0
"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",65 56 21 123 72 0 73 68 103 0 124 60,0
Welp apparently he retired,60 40 0,0
My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,133 223 0 252 16 33 126 182 0,0
U sure u can't take any sick time?,8224,0
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,52 167 38 232 64 198 3 255 66 31 208 91 191 204,1
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",32 56 17 0 9 47 0 6 25 24 57,0
Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,46 8 54 59 23 47 18 0 0 53,0
Are you this much buzy,163 24,0
Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,80 22 8 0 45 12 1 64,0
I am not sure about night menu. . . I know only about noon menu,56 0 0 0 63 25 4,0
What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,62 27 27 4 54 0 60 20 58 13 38 2 27 55 60 1 37 3 4 61 2 0 8 8 0,0
Are you willing to go for aptitude class.,60 0 1 11,0
"It wont b until 2.15 as trying 2 sort house out, is that ok?",33 3 56 0 31 8,0
"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",49 46 58 60 55 0 0 24 44,0
"Haha awesome, omw back now then",32 4 24,0
Yup i thk so until e shop closes lor.,189 26 251,0
what is your account number?,32 112,0
Eh u send wrongly lar...,256 151,0
Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,103 0 93 92 16 5 31 0 35 16 21,0
Ok i shall talk to him,136,0
Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,128 16 0 0 2 72 9 108 0 183 0 255 68 10 38 232 68 0,0
Hey you can pay. With salary de. Only  &lt;#&gt; .,111 127 89 114 0,0
Another month. I need chocolate weed and alcohol.,128 16 213 0,0
If he started searching he will get job in few days.he have great potential and talent.,979 0 0 4 888 0,0
Reckon need to be in town by eightish to walk from * carpark.,227 0 0 4 0,0
"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",9574 15749 287 16166 14797 4096 13080 6225,1
LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,4 63 6 55 28 0,0
Carlos says he'll be at mu in  &lt;#&gt;  minutes,194 21 9 192,0
I'm in office now . I will call you  &lt;#&gt;  min:),96 115 12 0 64,0
"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",71 114 73 1 111 127 118 17 16 123 0 0 7 127,0
"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n",0 1909 0 143 1928 64 1215 592 1040 1883 0,0
Ugh. Gotta drive back to sd from la. My butt is sore.,1997 966 64,0
26th OF JULY,55,0
Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,68 0 24 13 32 0 58 58 56 0 55 48 32 29,0
Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...,35 55 0 20 0 22 5 1,0
